Date/Time,Idea ID,Idea Number,Stage,Author,Campaign,Campaign Group,Total Votes,Vote Up,Vote Down,Comments,Title,Details,Tags,URL,Attachments,Owner,Contributors,Latitude,Longitude,Team,Reviewscale,Estimate ROI,Pairwise Win %,Fund Collected %,Last Stage Change,Private,Requested funds (not required) - Amount requested should be in ada. No fractions please,Detailed plan (not required) - Fill in here any additional details,Proposal summary.  What do you hope to get done?  Please seek clarity rather than impressiveness ,Relevant experience.  What work related to your proposed project have you or your team done so far and when did you start?,Website/GitHub repository (not required)
15/Aug/20 10:49 PM,316620,130,Assess,Juliane@Gimbalabs,Fund1 Challenge,Previous funds,0,0,0,15,Entrepreneur/Start-up Network,Withdraw proposal,"awareness,entrepreneur,global-scale,network,startup,transformation",http://ideascale.com/t/UM5UZBYFf,NO,,no contributors,,,,0.00,0%,0%,0%,02/Sep/20,false,Need to discuss this with you if idea develops further; teaming up is highly appreciated.,"a) Segments: Leverage on entrepreneur networks has the benefit to get direct access into the industries. This is crucial due to an increasing number of companies being in the digital transformation age and. Due to the pressure on ""speed of go-to-market"" they adapt strategies to open-innovation. In a first step we would target Big4 established Networks, which are mainly set up in 100+ countries - but have certain centralized management behind, important to consider for a large-scale approach.

On the other hand, Universities play a crucial role to Cardano - referring here to the peer review - representing this not only a competitive advantage at that moment - but furthermore it might be natural to leverage on the academic start-up incubations that exists as well on a large scale. First steps are targeting Universities Cardano is already known, further spread throughout the community.

Furthermore need to apply data analytics to further sub-segment relevant targets to be able to deep-dive into specific business needs - with focus on developing those on the Cardano platform.

  

b) Content to be shared / Deep-dives for further approach on developing business on Cardano /Dapp: Both segments need customized marketing approach that needs to be leveraged on existing material and/or developed.

  

c) CRM process: Set up lean process to track on opportunities/derive next actions throughout the process.",Leverage on existing private & public Networks to give Cardano significant more exposure to the business world.,"15+y in Business Development/Strategy; relevant experience with entrepreneurs,B/ C-suite from the consulting perspective",
15/Aug/20 9:47 PM,316600,128,Discuss,Mercy,Fund1 Challenge,Previous funds,0,0,0,11,West Africa Decentralized Alliance,"Through the work of IOHK, Cardano has made inroads into the Eastern African regions but not much presence in the West Africa sub region.","africa,capacitybuilding,cardano,community,ngo,nonprofit,westafrica",http://ideascale.com/t/UM5UZBYFK,https://cardano.ideascale.com/a/idea/316600/31260/download,,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,1.3M ADA/year x 3 years ~4 million ADA,"Set up an NGO to establish a Cardano presence in the West African sub region to help achieve the overall goals of the Cardano Pan African Strategy using a salaried three- member office supported by a network of local and international volunteer Cardano community member expertise.

The NGO will work with the Cardano ecosystem, West African sub regional governments and other stakeholders to explore the tokenization of natural resources, improve wider access to financial services in client countries, establish blockchain-based education services in its academic institutions, broaden investor opportunity as well as decentralized applications potential for the Cardano protocol.

Through the work of IOHK, Cardano has made inroads into the East and South African regions but not much presence in the West African sub region. This NGO will collaborate with international blockchain organizations such as Emurgo and IOHK for the advancement of blockchain technology in Ghana and the West African sub-region. This project will establish a dynamic presence in a financially challenged region and use a feedback loop of education, awareness creation, problem identification, and blockchain technology to ultimately boost quality of life of local populations as well as increase Cardano investor returns and community engagement.

Another key aim of this NGO will be to establish a vibrant self-sustaining local Cardano community which will carry on the work of the NGO and other identified opportunities in the future.",Set up an NGO/ Non profit for the West African (WA) sub region to contribute to the overall goals of the Cardano Pan African Strategy,5 year NGO and combined 15+ years project management experience. Previously prepared and submitted this proposal to Emurgo's DLab program.,
15/Aug/20 12:46 PM,316526,123,Discuss,smithmsimon,Fund1 Challenge,Previous funds,0,0,0,4,Direct Debit Contract for ADA,"Provide an easy way to assign ADA to other entities, that get automatically billed.","adapay,automtically,bank,banking,money",http://ideascale.com/t/UM5UZBYD7,NO,,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,,"Example

You want to fund a charity with 10 ADA every month, you enter some sort of agreement and your wallet gets debited 10 ADA every month from your wallet or staking rewards.",Rather like a direct debit have an easy way to enter an agreement and send money automatically every period.,Split balling,
15/Aug/20 12:35 PM,316524,121,Discuss,smithmsimon,Fund1 Challenge,Previous funds,0,0,0,3,Staking Lottery ,Build a lottery system for ADA delegators. You can delegate some of your staking rewards to a giant lottery pot.,"lottery,gambling,betting",http://ideascale.com/t/UM5UZBYD5,NO,,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,,,"There are other coins providing the same idea.

https://jackspot.finnexus.app/#/ for instance.",No work done yet,
15/Aug/20 11:47 AM,316522,119,Discuss,Jan Willem Pennekamp,Fund1 Challenge,Previous funds,0,0,0,0,Project Skoowls,See businessplan included,"education,self-funding,ecosystem",http://ideascale.com/t/UM5UZBYD3,https://cardano.ideascale.com/a/idea/316522/30879/download,,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,,See businessplan included,See businessplan included,See businessplan included,
15/Aug/20 11:44 AM,316521,118,Discuss,Jan Willem Pennekamp,Fund1 Challenge,Previous funds,0,0,0,0,Project Cattlebole,See businessplan included,"ecosystem,self-funding",http://ideascale.com/t/UM5UZBYD2,https://cardano.ideascale.com/a/idea/316521/30878/download,,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,,See businessplan included,See businessplan included,See businessplan included,
14/Aug/20 10:35 PM,316417,117,Assess,Steven Aldrich,Fund1 Challenge,Previous funds,0,0,0,24,Cardano Catalyst Process,"Proposal withdrawn

This has been moved to the problem sensing section. Please do not evaluate or review for funding.",documentation,http://ideascale.com/t/UM5UZBYCK,https://cardano.ideascale.com/a/idea/316417/30860/download,,no contributors,,,,0.00,0%,0%,0%,02/Sep/20,false,,"**Proposal Ideate Phase** (10-14 days)

1.  Proposal or Idea is posted to the platform in as complete a form as is possible. This begins a process of discussion amongst the members of the Cohort tasked to review and advise the specific Fund.
2.  All members are encouraged to provide feedback, ask questions, and bring specific expertise they may have that is related to the proposal. This feedback is intended to ensure all possible issues are understood and resolved.
3.  The intended result of this phase is to bring clarity about the proposal and to ensure it is ready for the Refinement Phase.

**Proposal Refinement Phase** (7 days)

1.  At this point suggestions are made to further perfect the proposal's value statement, objectives, Costs & Returns, and KPI for progress reporting.
2.  Additionally the Principle(s), Researcher(s), Development Team(s), Reporting structures, and Funding Requirements (total and draw schedule) should be well defined.
3.  This is intended to ensure that the proposal can be voted on with a high degree of understanding with respect to the impact for the community at large, and the Provable Success Metrics with which funding is Drawn Down in accordance with the planned Draw Schedule.

**Proposal Finalize Phase** (3 days)

1.  At this point the proposal should have all of the elements required to put together a well-defined Business Plan, Development Roadmap, Funding Schedule, Reporting Metrics and Schedule, as well as any post development/launch reporting that will be required.
2.  The Proposal in its final form will be posted as an attachment to the original Proposal on the platform.

**Proposal Funding Vote Phase** (1 day review of final Proposal Doc, then vote)

1.  *there is a lot of discourse currently about the type of voting process that will be used. This section needs some serious work.*

**Broad Disclosure of Proposal Funding**

1.  This dissemination of information is critical to drawing attention to Cardano and the Catalyst Program. IOG, CF, and Emurgo are encouraged to broadcast this information on all of their channels.
2.  Include details about the Proposal, as well as information about Future Cohorts (Funding Rounds).

**Proposal Development Phase**

1.  During this phase all Development KPI need to be reported to the Platform in a timely manner to ensure that future funding draws are approved.

**Proposal Launch**

1.  Prior to Launch (soft or MVP launches included) the Catalyst Platform must be advised with one week lead time to prepare Appropriate PR and Broad Announcements.

**Post Launch Lessons Learned Session**

1.  It is critical that the Principles who have Launched via Catalyst participate in a post-mortem review of the Process and provide feedback about the system, the members involved and any other feedback that can be gathered.

**Post Launch Reporting**

1.  All agreed upon KPI need to be reported back to the system for whatever timeframe was in the Final Proposal Documentation. To encourage these data being provided the CF should have a scheduled Community Catalyst Update Blog post and other media releases , which actually promote the Proposal Project's increasing penetration.","This has been moved to the problem sensing section. Please do not evaluate or review for funding.

**Define the Process**",This has been moved to the problem sensing section. Please do not evaluate or review for funding.,
14/Aug/20 8:24 PM,316392,114,Discuss,Morgan ,Fund1 Challenge,Previous funds,0,0,0,27,Cardano Onboarding Consultants ,Educating traditional businesses and entrepreneurs in respect of the Cardano blockchain and assisting with drafting and developing proposals,"business,cardano,consultant,entrepreneur,onboarding,specialts",http://ideascale.com/t/UM5UZBYBv,https://cardano.ideascale.com/a/idea/316392/30857/download,,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,TBC,"To follow after the weekend. I just needed to cement this idea on the PORTAL!!

  

I believe, as a collective we should explore and potentially trial this idea in the near future. Perhaps some funding to offer a base 'salary' for the newly appointed Cardano Onboarding Consultants and perhaps a small percentage paid from the entrepreneurs of secured funding once proposals are successfully passed as a larger incentive to onboard new users.

  

Fully supported by the Cardano community these experts can network with and approach businesses and entrepreneurs to actively encourage them to build on Cardano. The base 'salary' idea would prevent the need for charging clients for initial advice and guidance and helping with proposals.

  

What a killer job that would be. It wouldn't even feel like a job.

  

Initial thoughts only. Lots more to follow….!  
  
_________________________________________________________________________________________

Update as promised:

  

So we need new businesses and entrepreneurs to develop on Cardano and we want them to deliver rapidly?

  

Some may need funding - many other may not need funding. So parking the idea of governance and the voting process etc for the sake of simplicity. How about this is what we do:

  

1\. Select an initial sample group of keen potential consultants. Perhaps they are already among us? Maybe you?!

  

2\. Devise the renumeration structure for a trial period. An amount per month for a 3-6 month trial as a part time base 'salary' Plus some form of bonus paid by either the project when they successfully launch on Cardano OR when the project secures funding from a later round (all to be decided) This is the only tricky part, but not impossible.

  

3\. Devise formal contracts and a proof of identity / proof of position to reduce scammers (they will come!) We will need KPI's.

  

4\. Ensure the consultant has a crash course in exactly what Cardano can offer business owners and entrepreneurs. This can indeed link to other projects but this should not wait for those as this can be very quick to launch. (Sorry!)

  

5\. Ensure the consultant knows where to direct interested parties to find what they need. How DApps and businesses can actually launch on Cardano and a sound understanding of the proposal and voting process. Of course this will develop as the project does.

  

6\. Ensure the consultant has a book of contacts for technical queries - not to be shared outside of this space (as per the contract)

  

7\. Devise a method of tracking what entities the consultant is engaging with and what stages they are at in their development. Even something as simple as a Monday board would do the trick.

  

8\. Set weekly / fortnightly consultant meetings to discuss developments and opportunities. Pass on those great ideas! Check KPI's.

  

9\. Agree a handoff process for very large opportunities, for example a huge multinational - perhaps this should be handed over to someone in a senior position in IOG or even CH himself, instead of remaining with the consultant.

  

10\. Develop a local level and a corporate level marketing strategy. It wont take much. I put out a tweet on the Catalyst fund and that received attention but of course we want to bring NEW people in to this space and we will all do this in our own way.

  
11\. Review the trial group and the successes. Refine accordingly and increase the group size as required.

  

Once the process is refined and income proven there may be no requirement for a monthly payment to consultants, however, if I were to commit to this then something else would need to be sacrificed and we all need an income.

  

I think that just about covers my thoughts. I am happy to lead this initiative if required :)","Establish a network of skilled Cardano Onboarding Consultants, suitably educated on the spectrum of benefits Cardano offers entrepreneurs","10+ years of buying, promoting, growing and selling businesses in various sectors plus a keen understanding of the Cardano ecosystem",
14/Aug/20 7:15 PM,316379,112,Discuss,James Dunseith,Fund1 Challenge,Previous funds,0,0,0,10,Political Parties,How can we best support all potential voters to make sense of governing decisions?,"community,governance,scaffolding,voting",http://ideascale.com/t/UM5UZBYBi,"https://cardano.ideascale.com/a/idea/316379/30849/download, https://cardano.ideascale.com/a/idea/316379/31112/download",,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,None. Using the Ideascale infrastructure to host an organized debate.,"I've never really dreamed of attending a constitutional convention, but that's what Project Catalyst feels like. Echoing other Ideas submitted here, I am submitting this one as another lens through which we might debate the best models for governance.

The promises and abuses of party politics are well-documented, and anyone who joins this conversation is welcome to cite history in contribution to this debate. Personally, I'm not sure I even like the idea of introducing party politics to Cardano, but that's exactly why I'd like to get your thoughts.

I am not suggesting names, or even any definite number of parties - an outcome of ""heck no, let's not take it in that direction"" would be a perfectly successful one for this proposal. I am attaching below a summary of some of the dynamics I have so far observed at play in this community, and have tried to avoid any qualitative judgement in my wording. This list is by no means complete, in fact, it might encourage you to brainstorm your own such chart as an exercise in reflection.

Please review other proposals for ideas of how governance concerns might be segmented. What would it look like to have a multi-dimensional constellation of overlapping segments?

Looking forward to hearing your thoughts.",Let's debate within this community the potential merits and pitfalls of introducing political parties into Cardano governance.,The first few days of Project Catalyst have given us the chance to identify different priorities. Let's debate and rigorously define them.,
14/Aug/20 6:49 PM,316365,110,Discuss,shapiro21,Fund1 Challenge,Previous funds,0,0,0,5,House of ADA & Senate of Cardanians,Unicameral voting systems are too likely to be dominated by one group. Every voting system with unicameral voting has failed in the end.,,http://ideascale.com/t/UM5UZBYBT,https://cardano.ideascale.com/a/idea/316365/31116/download,,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,"2,000,000 ADA (about $250k) for research","The US founding fathers were adamant to have a bicameral system to keep the government balanced. The Senate was supposed to give every state an equal vote while the House of Representative was supposed to give extra weight to states with a larger population. The state and the population were relatively independent and therefore were influenced by separate incentives. This is what kept them balanced. Having both houses vote on each issue ensured that most incentives were accounted for in the vote.

However, the revolving door between Wallstreet and Congress changed this. The representatives in Representative Democarcy are the weakest link in the system because they can be bribe. Arguably, the decline in the US government over the past half century is a direct result of indirect bribes (usually a cushie job after leaving office). These bribes have resulted in both houses being incentivized by the same thing: money. And because they are now incentivized by the same thing they can no longer keep themselves balanced. The US founding fathers warned that this could lead to failure of government. So far it seems to be true.

It is crucial Cardano gets this right if it is to survive long-term. I propose two houses should be used that are completely independent of each other. By using liquid democracy with these two houses that I am about to describe, the weakness of Representative Democracy should be largely mitigated. The influences of the Wallstreets of the world will be virtually eliminated.

The House of ADA:

The first house is the same thing that has been tried by others. 1 ADA = 1 vote. This gives extra weight to those that have a larger stake in the system similar to how the House of Representatives gives extra weight to those states with larger populations.

The Senate of Cardanians:

This is the second house that is required to balance the first house. In this house, each decentralized identity (DID) registered to Cardano gets 1 vote. 1 DID = 1 vote. This should be fairly easy to implement with Prism. A minimum voting age can also be programmed into the blockchain since the age should be easily accessible from Prism. This house is equally weighted among everyone just like the Senate.

By not having a financial requirement for the Senate of Cardanians, it ensures that the Senate of Cardanians will not be incentivized by the same influences experienced by the House of ADA. This feature is crucial for have balanced and stable government.

For all big updates to the Cardano protocols, both houses must vote and agree. It is important to note that for the vast majority of people, a person will automatically be in both houses. If a person has a DID, it is extremely likely that the person also has ADA. As it is, registering a DID on Prism requires a transaction fee in ADA by design.

  

Potential concerns:

1\. What if a person has a DID but no ADA? Do they really have stake and therefore be allowed to vote?

This scenario seems extremely unlikely especially since registration and updates to DID's require transactions fees in ADA. This creates a strong incentive for everyone with a DID to own ADA. However, there are two potential options. The first is that wallets can be easily connect to DID's on the blockchain using zero knowledge proofs. Then Prism can verify that the person has ADA connected to the DID without exposing how much ADA the DID has. With this feature, the voting protocol can be programmed to include only the DID's with at least 1 ADA. This option does weaken the independence between the two houses and therefore is not preferred.

The second option is to not worry that they do not own ADA. By using the DID on Cardano, they arguably have stake in the system. They are using that DID for their commercial actions. They would care about the DID's integrity. In this option, there is no reason to verify if the DID has any ADA associated with it. I think this is the better option and I personally feel that a person owning a DID is enough stake in the system to allow them a vote. By definition of using the DID, they have to care about the system.

  

Research Questions:

Computational modeling may be able to answer the following questions.

1\. In what contexts are bicameral voting systems more reliable than unicameral ones? Are there any contexts where the unicameral system is better? If so, perhaps there are proposal categories that don't need both houses to agree.

2\. What happens if the House of ADA has a high voter turnout while the Senate of Cardano has a low voter turnout? Is the end result still favorable?

3\. What if the situation is question 2 was reversed? Would it still be favorable?

I suggest dedicated resources for researchers to explore these questions.

  

1 Year Budget:

1\. 2 researchers (for diverse perspectives) each at $80,000/yr = $160,000

2\. Computational Equipment = $50,000 (this could be a huge over-estimate; I don't have a reference point)

3\. Setting up sample groups and incentives for experiments = $30,000 with regulatory fees

Total = $240k

Would most likely just hirer IOHK researchers.","Have a bicameral voting system where each house is independent of the other. If they are truly independent, they can balance each other.",None. I have just been thinking about it for a while.,
14/Aug/20 4:30 PM,316323,106,Discuss,rin9s,Fund1 Challenge,Previous funds,0,0,0,47,Decentralized Gov. Community Group,"Decentralized Gov (DG) is a hard problem. We need to support All to enable efficacy and sustainability, but foremost start a conversation.","community,governance,proposals,voting",http://ideascale.com/t/UM5UZBYAn,"https://cardano.ideascale.com/a/idea/316323/31115/download, https://cardano.ideascale.com/a/idea/316323/31266/download",,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,"~550,000 ADA","**Background**

This is a joint proposal by me and @eysteinh. We are currently searching for more members to join us.

We are both very passionate about bringing clarity and fairness to decentralized governance. We both have a research background and are adamant to expose better ways for people to collaborate on their own terms. We believe this research initiative by the community itself, if cultivated and nurtured, could grow to become a beacon of high quality knowledge and essential insights for the entire Decentralized Governance community.

  

**Problem Statement**

Decentralized Governance (DG) is at its infancy. New governance structures must be explored and invented to allow for organic growth of self governing, distributed communities.

*DG is intrinsically the only framework within which we will attract developers and other builders to our ecosystem.*

To that end we must ensure that the Cardano governance system is effective, transparent, unbiased, and beyond reproach. In order to achieve that, the community must play an independent role in its evolution, and begin creating its own institutions focused on DG.

The problem is that without an inclusive, balanced, and scientific open discussion around DG ""by the community, for the community"" - *We may find that politics, narrow interests, and miscommunication will hamper a productive discussion which could expedite the journey towards harmonic DG and adoption.*

**Suggested Solution**

We suggest the establishment of a community group dedicated to research and experimentation in the area of DG. A group, which if successful, will aim to evolve to become a DG standardization entity, and ecosystem wide discussion platform & launchpad for DG in general.

The WIP name of the group is the **Organization for Governance Refinement & Emancipation (OGRE).**

OGRE Preliminary Values -

*   **Transparent:** OGRE will act to make public and available all its activities, as well as other DG activities in the space. OGRE is committed to publish, share , and peer review any of its research activities publicly.
    
*   **Scientific:** OGRE will strive to conduct its research, and direct its activities in an unbiased, empiricist, and rigorous manner in alignment with scientific methods.
    
*   **Data Driven:** OGRE is committed to collecting and analyzing data around DG, and to use empirical results to drive the conversation around DG.
    
*   **Neutral:** OGRE will aim to avoid alignment with specific community group, and aspire to include and represent minority groups in the community.
    
*   **Inclusive:** OGRE will act and solicit input across the whole DG ecosystem, aspiring to include members from varied projects and communities.
    

  

Creating a balance and unbiased group that will inspire the trust of all stakeholders in the ecosystem, and will be able to perform as a mediating function within the DG ecosystem, will allow us to set the foundations for future DG community driven initiatives.

One example of implementing OGRE impartiality would be to limit the number of OGRE council members which are position holders, (i.e. Ambassadors, SPOs, Investors, Entrepreneurs, etc.), to a maximum percentage of representation.

**Mission Statement**

Given below are the high level functions that the OGRE declares. Once the first OGRE council is initiated, clear values will be defined, and a full mission statement will be composed. The operational missions of the OGRE are dual -

1.  Perform research in the area of decentralized governance for the enrichment of the ecosystem
2.  Conduct experiments, collect, analyze, and publish data on decentralized decision making
3.  Encourage and assist the Cardano ecosystem develop a mentality that drives decentralization through social processes.
    

  

**Value for Cardano**

Establishing strong community institutions will contribute to Cardano in at least 2 ways -

1.  Generate trust and credibility across the space by legitimizing and growing the synergy between grassroots community initiatives and centralized project entities.
    
2.  Promote Cardano's integrity, by establishing institutions that will serve the entire DG space and bring people from other chains and projects into Cardano's ecosystem.
    

  

**Addressing The Challenge**

*   In the short term OGRE will facilitate the DG conversation between SPOs, the trinity, the community, and whoever else will want to participate.
    
*   In the long term OGRE aims to leverage DO implementation and the evolution of DG, to enable widespread decentralization and adoption of Cardano's infrastructure.
    

  

**Objectives & Goals**

OGRE aims to be client centric and address burning and relevant issues in DG, as they arise in the community.

Some near and long term objectives could include -

*   Standardization/certification of SPO Skill Sets (Cardano SL, Nix, Networking, Security, etc.).
    
*   Standardization/certification of Proposal Consultant and/or others who will enable proposers.
    
*   Standardization/certification of Voting Delegation Experts (as part of late Voltaire releases).
    

  

On the topics above our main goal is to initiate a discussion, collect input, and solicit needs from the community that will lead to community driven standardization of the governance space.

  

*In essence OGRE will aim to become a horn for the community to voice itself on DG, and to take actions to manage its self organization.*

  

**Example Pain Points**

At this time there are several evident pain points in DG that are causing concerns in the community which the OGRE could commit to address -

*   SPO selection, regulation and standardization.
    
*   A Holistic View encompassing all funding processes and decision making within the Cardano project, available to the community.
    
*   Real World data on decentralized decision making.
    
*   Lack of models for the community to use for self organization and structuring.
    
*   Lack of community groups that are impartial and are not susceptible to conflict of interests.
    

  

  

These are just a few examples. OGRE also plans to poll the priorities of the community for topics that require urgent attention to establish its initial agenda.

  

**Requested Budget**

OGRE compensation will be decided on the first OGRE council. For the purpose of Fund1 we consider -

*   OGRE council members as highly skilled workers (~$100,000 US/year).
    
*   2 Council Members - at 50% position for 6 months: $50,000
    
*   1 Assistant - at 25% position for 6 months: $3,000
    
*   2 Advisors - at 3 consultations each during 6 months ($500 per consultation) - $3,000
    

  

  

Total: $56,000 for a 6 months period.

Thank you for reading our proposal!","Start a research & standardization community org.- An unbiased, neutral, scientific place to define and answer the needs of the DG ecosystem","We are 2 founders - One with background in Psychology & Law, and myself in Computational Biology.

We have started reaching out to others.",
14/Aug/20 1:43 PM,316273,103,Discuss,Wunderbaer Hermes Stakepoool,Fund1 Challenge,Previous funds,0,0,0,4,Decentralized event tickets,Getting rid of the middleman when distributing tamper proof tickets and verifying access to your event,,http://ideascale.com/t/UM5UZBX9y,NO,,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,,"When hosting an event, no matter if free or paid access, you can use a 3rd party service like Eventbrite to create and distribute tamper proof tickets and validate them easily using a mobile app. While this service is free when hosting a free event it does cost quite some money when you are hosting a paid event.

For example an event with 500 tickets for €15.- each will cost you around €1.000.- in fees.

Also for the free service you never know which of your personal information is sold to other entities by Eventbrite and similar services. So what exactly are we looking for:  
  

1) A mobile app & web interface to create the event and enter all the relevant infos about the event itself. As the host you would also create the keys for this event and store them on your phone in order to verify the tickets later.

2) The possibility to define the maximum amount of tickets you want to distribute and the price of each ticket.

3) An interface for your guests to buy/get those tickets and store them directly in the app. Free tickets would only require the guest to pay for the transaction fee in ADA to create the ticket on chain. Paid events would require the full amount (ticket price + TX fee) to be paid in ADA and distributed directly to the event creator.

4) The mobile app would also be used to verify the ticket at the entry using a QR code scan and checking the validity of the ticket on chain

Challenges I currently see:

1) As purchasing of tickets needs at least some ADA to pay for the TX fees, or larger amounts in case of paid events, we would need some kind of fiat onramp for that. As it will often be only very small amounts not sure how that can be handled without too much overhead? This could be the biggest barrier for event creators as each guest needs to hold ADA. For free events we could maybe reverse it and have the creator deposit the needed amount of ada instead, but it's a disadvantage against Eventbrite where free events are free of charge.

2) A small percentage of the ticket price, in case of paid events, shall go to a developer fund to pay for the maintenance and development of the app in the long run. Maybe we could start only with free events for the beginning and establish a fee structure later.

As I said earlier my background is marketing and advertising and I am more than happy to take over that part and the whole business part behind this. The technical side is something I definitely need your support and input if that really works the way I imagined it and after that in developing it. That's also the reason why I can't specify an amount of funds to request for this project at this point in time!

Looking forward to hearing your thoughts!

Thanks Wunderbaer",Create a mobile app that let's you create events and sell/distribute online tickets for access control.,None - My expertise is in marketing and advertising so I am looking for a developer interested in developing this together with me!,
14/Aug/20 2:19 AM,316234,101,Discuss,jonmcguffinjr,Fund1 Challenge,Previous funds,0,0,0,47,Bicameralism Voting Mechanism,A proportional representation voting system such as 100 ADA = 10 Vote for treasury distribution funds or CIPs represents a potential threat,"governance,treasuries,voting",http://ideascale.com/t/UM5UZBX9K,"https://cardano.ideascale.com/a/idea/316234/30830/download, https://cardano.ideascale.com/a/idea/316234/31113/download",,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,0,"We must take a strong look at the voting mechanism for both CIP's (Cardano Improvement Proposals) as well as Treasury Fund Distributions. There needs to be a balance between those who have a strong stake in the network who should therefore have a bigger say (as they have more to lose) versus those who have a small stake without a voice to be heard in the network.

The proposal is that a Bicameral Voting system be put into place. This means that voting is effectively completed by the user and split into two houses to attempt passage.

On one hand, you have a house that awards more voting power to those with more ADA. The benefits here are clear in that those who have more stake in the system should have a stronger voice than those who have minimal stake.

On the other hand, you have one identity who owns a minimum amount of ADA (100 tokens) who is awarded a vote that stand equal footing to somebody who has 1,000,000 ADA.

The benefit is that for CIP's or Treasury dispersal, proposals MUST pass through both houses with approval before they are enacted. This puts a clean check and balance of power into place and rewards Network consensus. Each house has to essentially be able to convince the other. In reality, it means that only the best of CIP's and Treasury Propositions will actually be completed and awarded.",Create a bicameralism voting system that balances 1 person 1 vote alongside 100 ADA = 100 Votes.,"Having worked through the EOS blockchain system from prior to launch, all the way through main net launch, the 100 ADA = 100 Vote method bad",
14/Aug/20 12:18 AM,316215,99,Discuss,Eystein Hansen,Fund1 Challenge,Previous funds,0,0,0,16,Family Connect,An estimate 11% of the Philippines popualtion are offshore workers sending around 20 billion usd (2012) annualy loosing money in the process,,http://ideascale.com/t/UM5UZBX81,NO,,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,I believe you would need several full time developers to develop this solution. Have not done an estimate on the costs of this and would like for developers to provide as such.,"See my presentation:  
https://docs.google.com/presentation/d/1i8n5OxkMLwJDohpfOktiNp44ncQNnSuopnSOqqpPxFc/edit#slide=id.g5d92c22c6b_0_64",Cut costs from around 5-7% and remove the barrier to entry of a banking lisence.,None. I would need support on this project and I am willing to donate away this idea as well if someone else is interested in it.,
13/Aug/20 6:57 PM,316153,97,Discuss,Eystein Hansen,Fund1 Challenge,Previous funds,0,0,0,14,Cardano Voter Media,Today voters needs supplemental media other than written word to allow in a timely manner to form an opinion on a subject.,buildingblocks,http://ideascale.com/t/UM5UZBX70,NO,,no contributors,,,,0.00,0%,0%,0%,13/Sep/20,false,0 founds needed for pilot. Content creator type of fee structure after pilot.,"Either as general media service to the public or through the platform of OGRE (https://cardano.ideascale.com/a/dtd/Meritocratic-Expert-Vote-Delegation/316323-48088)  
  
In general values would be to in a neutral way present video media on each project but if having to choose a stance an emphasize will be put on values of liberty and/or wider social benefits. In general to have an efficient voting system we need solid building blocks and one of them is giving voters an easy time to aquire knowledge on a project.  

Future development:  
Allow multiple vidoes of summaries from different users and allowing upvote/downvote of each video. Potentially an income source either from a found (ideal if neutral) or as commercials / ads.",I hope to contribute with short videos summarizing different projects in Catalyst. This could be part of the OGRE project or standalone.,Several media posts for my staking pool ADA North Pool. Knowledge of the ecosystem.,
